article_id,article_title,article_date,sentence,category,voice
1,Where we are tonight.,2023-12-01, Three  people  were  killed  and  several  others  injured  when  two  Palestinian  gunmen  opened  fire  at  a  bus  stop  in  West  Jerusalem. ,both,PASSIVE
1,Where we are tonight.,2023-12-01, The  perpetrators  were  killed  at  the  scene  by  off-duty  soldiers;  Hamas  claimed  the  attack. ,palestine,PASSIVE
