article_id,article_title,article_date,sentence,category,voice
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01," The  Israel  Defense  Forces  (IDF)  said  it  had  killed  200  ""terrorists"",  detained  over  500  more  and  found  weapons  and  intelligence  ""throughout  the  hospital"". ",palestine,ACTIVE
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01," The  Hamas  government  media  office  said  Israeli  forces  had  killed  400  Palestinians  in  al-Shifa  and  the  surrounding  area,  including  a  female  doctor  and  her  son,  who  was  also  a  doctor. ",palestine,ACTIVE
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01," ""He  added  that  200  people  he  described  as  ""terrorists""  had  been  killed. ",palestine,PASSIVE
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01," The  World  Health  Organization  (WHO)  said  on  Sunday  night  that  21  patients  had  died,  with  patients  moved  a  number  of  times  and  held  without  medical  care. ",palestine,ACTIVE
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01," Dr  Amira  al-Safady  at  al-Shifa  told  the  BBC's  Gaza  Lifeline  radio  that  about  16  people  who  were  in  the  intensive  care  unit  died  after  being  moved,  because  she  and  other  doctors  no  longer  had  the  equipment  to  treat  them. ",palestine,ACTIVE
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01," An  IDF  spokesman  previously  referred  to  the  operation  as  ""one  of  the  most  successful  of  the  war  so  far""  because  of  the  intelligence  gleaned,  as  well  as  numbers  killed  and  detained. ",palestine,
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01," The  war  began  when  Hamas  fighters  stormed  into  southern  Israel  on  7  October,  killing  about  1,200  people  and  seizing  253  hostages,  according  to  Israeli  tallies. ",israel,ACTIVE
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01," About  130  of  the  hostages  remain  in  captivity,  at  least  34  of  whom  are  presumed  dead. ",israel,
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01," More  than  32,800  Palestinians  have  been  killed  and  75,000  injured  in  Gaza  since  Israel  launched  its  military  campaign,  according  to  the  Hamas-run  health  ministry. ",palestine,PASSIVE
2108,Gaza hospital in ruins after two-week Israeli raid,2024-04-01, It  says  70%  of  those  killed  were  women  and  children. ,palestine,
