article_id,article_title,article_date,sentence,category,voice
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06, Israeli  strike  on  UN  school  in  Gaza  reportedly  kills  at  least  35  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06, An  Israeli  air  strike  on  a  UN  school  packed  with  displaced  Palestinians  in  central  Gaza  has  reportedly  killed  at  least  35  people. ,palestine,ACTIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06, Israel’s  military  said  it  had  “conducted  a  precise  strike  on  a  Hamas  compound”  in  the  school  and  killed  many  of  the  20  to  30  fighters  it  believed  were  inside. ,palestine,ACTIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," Dead  and  wounded  people  were  rushed  to  the  al-Aqsa  Martyrs’  Hospital,  in  the  nearby  town  of  Deir  al-Balah,  which  has  been  overwhelmed  since  the  Israeli  military  began  a  new  ground  operation  against  Hamas  in  central  Gaza  this  week. ",palestine,
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06, Residents  initially  said  that  more  than  20  people  were  killed  in  the  attack. ,palestine,PASSIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," Gaza’s  Hamas-run  health  ministry  said  40  people  were  killed,  including  14  children  and  nine  women,  and  74  others  were  injured. ",palestine,PASSIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," Unwa's  commissioner  general,  Philippe  Lazzarini,  said  in  a  statement  on  X,  formerly  Twitter,  that  at  least  35  people  were  killed  and  many  more  injured. ",palestine,PASSIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," """"The  government  of  Israel  has  said  that  they  are  going  to  release  more  information  about  this  strike,  including  the  names  of  those  who  died  in  it. ",palestine,ACTIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," The  IDF  said  members  of  Hamas  and  Palestinian  Islamic  Jihad  who  took  part  in  the  7  October  attack  on  southern  Israel,  when  around  1,200  people  were  killed  and  251  others  were  taken  hostage,  had  been  operating  in  the  building. ",israel,PASSIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," Later,  IDF  spokesman  Lt  Col  Peter  Lerner  told  reporters  that  between  20  and  30  fighters  had  been  using  the  school  to  plan  and  carry  out  attacks,  and  that  many  of  them  were  killed  in  the  strike. ",palestine,PASSIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06,"Mr  Lazzarini  complained  that  more  than  180  Unrwa  buildings  had  been  hit  since  the  war  began  despite  their  co-ordinates  being  shared  with  parties  to  the  conflict,  and  that  more  than  450  displaced  people  had  been  killed  as  a  result. ",palestine,PASSIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," At  least  36,650  people  have  been  killed  in  Gaza  since  Israel  launched  a  military  campaign  in  response  to  the  7  October  attack,  according  to  the  territory's  health  ministry,  whose  figures  do  not  differentiate  between  civilians  and  combatants. ",palestine,PASSIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06, Medics  also  told  AFP  and  Palestinian  news  agency  Wafa  that  another  pre-dawn  strike  on  Thursday  killed  six  people  at  a  house  in  Nuseirat  camp. ,palestine,ACTIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," The  IDF  also  said  on  Thursday  that  troops  and  aircraft  had  killed  three  suspects  who  had  approached  the  Gaza-Israel  border  fence  in  the  Rafah  area,  and  that  an  Israeli  soldier  had  been  killed  in  battle  in  southern  Gaza. ",both,ACTIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," The  IDF  also  said  on  Thursday  that  troops  and  aircraft  had  killed  three  suspects  who  had  approached  the  Gaza-Israel  border  fence  in  the  Rafah  area,  and  that  an  Israeli  soldier  had  been  killed  in  battle  in  southern  Gaza. ",both,PASSIVE
2379,Israeli strike on UN school in Gaza reportedly kills at least 35,2024-06-06," Last  month,  there  was  global  outrage  after  an  Israeli  air  strike,  which  the  IDF  said  targeted  two  senior  Hamas  officials,  and  a  resulting  fire  reportedly  killed  dozens  of  Palestinians  at  a  tented  camp  for  displaced  people  near  a  Unrwa  logistics  base  in  the  southern  city  of  Rafah. ",palestine,ACTIVE
