article_id,article_title,article_date,sentence,category,voice
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06, Israeli  air  strike  on  Gaza  school  kills  at  least  16  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06," At  least  16  people  have  been  killed  in  an  Israeli  air  strike  on  a  UN-run  school  in  the  Gaza  Strip,  Palestinian  officials  have  said. ",palestine,PASSIVE
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06, One  woman  told  the  AFP  news  agency  how  some  children  were  killed  as  they  were  reading  the  Koran  when  the  building  was  hit. ,palestine,PASSIVE
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06, Hamas  said  five  local  journalists  were  among  those  killed  in  Israeli  attacks  on  Saturday. ,palestine,
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06," Many  of  the  dead  and  wounded  were  women,  children  and  the  elderly,  the  group  claimed  via  its  English  language  Telegram  channel. ",palestine,
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06,"Many  of  them  were  shelters,  and  as  a  result  at  least  500  people  sheltering  in  those  facilities  have  been  killed. ",palestine,PASSIVE
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06, A  previous  attack  in  June  on  another  packed  UN-run  school  in  Nuseirat  killed  at  least  35  people. ,palestine,ACTIVE
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06," After  that  attack,  Israel’s  military  said  it  had  “conducted  a  precise  strike  on  a  Hamas  compound”  in  the  school  and  killed  many  of  the  20  to  30  fighters  it  believed  were  inside. ",palestine,ACTIVE
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06," Israel’s  war  was  triggered  by  Hamas's  unprecedented  attack  on  Israel  on  7  October  in  which  Hamas-led  gunmen  killed  about  1,200  people  and  took  251  others  back  to  Gaza  as  hostages. ",israel,ACTIVE
2348,Israeli air strike on Gaza school kills at least 16,2024-07-06," At  least  38,098  Palestinians  have  been  killed  in  Gaza  as  a  result  of  Israel's  offensive,  according  to  the  territory's  Hamas-run  health  ministry. ",palestine,PASSIVE
