article_id,article_title,article_date,sentence,category,voice
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21, Seven  Palestinians  killed  in  Israeli  West  Bank  raid    T-I-T-L-E-E-N-D.  ,palestine,ACTIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," Seven  Palestinians,  including  a  doctor,  have  been  killed  by  Israeli  forces  during  an  operation  in  Jenin  in  the  north  of  the  occupied  West  Bank,  the  Palestinian  health  ministry  has  said. ",palestine,PASSIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," Dr  Oussaid  Jabareen,  a  50-year-old  surgeon  at  Jenin  Government  Hospital,  was  shot  dead  on  his  way  to  work,  according  to  the  ministry. ",palestine,PASSIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," Dr  Oussaid  Jabareen,  a  50-year-old  surgeon  at  Jenin  Government  Hospital,  was  shot  dead  on  his  way  to  work,  according  to  the  ministry. ",palestine,
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21, Palestinian  media  also  said  a  teenage  boy  was  killed  while  riding  a  bicycle. ,palestine,PASSIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," The  UN  says  at  least  480  Palestinians  -  members  of  armed  groups,  attackers  and  civilians  -  have  been  killed  in  conflict-related  incidents  in  the  West  Bank,  including  East  Jerusalem. ",palestine,PASSIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," Ten  Israelis,  including  six  security  forces  personnel,  have  also  been  killed  in  the  West  Bank. ",israel,PASSIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," The  West  Bank-based  Palestinian  health  ministry  said  seven  people  had  been  killed  and  nine  wounded,  two  of  them  seriously,  by  Israeli  fire  during  Tuesday  morning’s  operation  in  Jenin. ",palestine,PASSIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," The  only  casualty  it  named  was  Dr  Jabareen,  whom  it  said  Israeli  forces  had  shot  as  he  travelled  to  work  at  Jenin  Government  Hospital,  where  he  was  a  surgeon. ",palestine,ACTIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21, The  ministry  accused  Israeli  forces  of  deliberately  killing  the  doctor. ,palestine,ACTIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," Official  Palestinian  news  agency  Wafa  reported,  external  that  a  schoolboy  in  the  ninth  grade,  Mahmoud  Hamadna,  was  killed  as  he  cycled  through  Jenin. ",palestine,PASSIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21, Wafa  also  said  schoolteacher  Allam  Jaradat  was  killed  “while  on  duty”  at  Walid  Abu  Muwais  Basic  School  and  posted  a  photo  that  it  said  showed  a  pool  of  blood  on  the  back  seat  of  his  car. ,palestine,PASSIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," A  spokesman  for  Palestinian  Authority  President  Mahmoud  Abbas,  a  rival  of  Hamas  who  is  based  in  the  West  Bank,  accused  Israeli  forces  of  “violating  sanctities,  killing  innocent  people  and  doctors  and  destroying  the  infrastructure  of  Palestinian  hospitals,  cities,  villages  and  camps  in  full  view  of  the  world”. ",palestine,ACTIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," On  Friday  night,  the  IDF  said  it  had  carried  out  a  rare  air  strike  in  West  Bank  and  killed  a  key  figure  in  one  of  Jenin’s  armed  groups. ",palestine,ACTIVE
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," The  IDF  said  Islam  Khamayseh  was  a  “senior  terrorist  operative”  who  had  been  involved  in  a  series  of  attacks,  including  a  2023  drive-by  shooting  that  killed  an  Israeli  man  near  the  settlement  of  Hermesh. ",palestine,
2568,Seven Palestinians killed in Israeli West Bank raid ,2024-05-21," The  IDF  said  Islam  Khamayseh  was  a  “senior  terrorist  operative”  who  had  been  involved  in  a  series  of  attacks,  including  a  2023  drive-by  shooting  that  killed  an  Israeli  man  near  the  settlement  of  Hermesh. ",palestine,ACTIVE
