article_id,article_title,article_date,sentence,category,voice
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11, Palestinian  health  officials  said  hundreds  of  people  were  killed  and  injured  in  the  densely-populated  Nuseirat  refugee  camp  on  Saturday. ,palestine,PASSIVE
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11, Israel's  military  said  fewer  than  100  were  killed. ,palestine,PASSIVE
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11," According  to  the  Israel  Defense  Forces  (IDF),  the  Israeli  commandos  took  Ms  Argamani’s  Hamas  guards  by  surprise  and  quickly  killed  them. ",palestine,ACTIVE
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11," Gaza’s  Hamas-run  health  ministry  said  274  Palestinians  were  killed  and  698  others  were  injured  during  the  operation,  external. ",palestine,PASSIVE
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11," The  Hamas-run  Government  Media  Office  reported  that  64  children,  57  women  and  37  elderly  people  were  among  the  dead. ",palestine,ACTIVE
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11," The  charity  also  quoted  one  of  its  Palestinian  doctors,  Dr  Hazem  Maloh,  as  saying  that  dozens  of  men,  women  and  children  were  killed,  including  his  neighbours,  friends  or  relatives. ",palestine,PASSIVE
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11," The  director  of  al-Awda  hospital  in  Nuseirat  told  BBC  Arabic’s  Gaza  Today  programme  that  142  dead  and  250  injured  people  were  brought  to  the  hospital  on  Saturday,  and  that  almost  a  quarter  of  the  fatalities  were  women  and  children. ",palestine,
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11," The  Israeli  military  launched  a  campaign  in  Gaza  to  destroy  Hamas  in  response  to  an  unprecedented  cross-border  attack  on  southern  Israel  on  7  October,  during  which  about  1,200  people  were  killed  and  251  others  were  taken  hostage. ",israel,PASSIVE
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11," More  than  37,120  people  have  been  killed  in  Gaza  since  then,  according  to  the  Hamas-run  health  ministry. ",palestine,PASSIVE
2660,UN 'shocked' at Israeli hostage rescue's impact on Gaza civilians,2024-06-11," Israel  says  116  hostages  are  still  being  held,  41  of  whom  are  presumed  dead. ",israel,
