article_id,article_title,article_date,sentence,category,voice
8999,What's been happening?,2023-12-28," It  is  16:00  in  Israel  and  Gaza  (14:00  GMT)  and  here  are  today's  main  headlines:  The  Hamas-run  health  ministry  says  at  least  210  people  have  been  killed  in  Gaza  in  the  last  24  hours  ,  while  360  others  have  been  injured. ",palestine,PASSIVE
8999,What's been happening?,2023-12-28," The  new  figure,  according  to  the  ministry,  takes  the  number  of  people  killed  since  the  start  of  the  war  to  21,320. ",palestine,ACTIVE
