article_id,article_title,article_date,sentence,category,voice
8555,IDF faces criticism over Gaza offensive tactics.,2024-04-04," Even  before  Monday’s  fatal  missile  strikes  that  killed  international  aid  workers  in  Gaza,  there  has  been  mounting  criticism  of  Israel  Defense  Forces  (IDF)  tactics  in  Gaza  from  highly  experienced  and  senior  retired  British  Army  officers. ",palestine,ACTIVE
8555,IDF faces criticism over Gaza offensive tactics.,2024-04-04," They  say  that  in  the  IDF’s  pursuit  of  Hamas,  in  response  to  the  atrocities  committed  on  7  October,  it  has  killed  so  many  civilians  and  wreaked  so  much  destruction  on  Gaza  that  it  has  created  an  entire  generation  of  future  fighters  who  will  now  be  intent  on  targeting  Israel. ",both,ACTIVE
