article_id,article_title,article_date,sentence,category,voice
2178,Hamas video claims to show dead Israeli hostages,2024-01-15, Hamas  video  claims  to  show  dead  Israeli  hostages  T-I-T-L-E-E-N-D.  ,israel,
2178,Hamas video claims to show dead Israeli hostages,2024-01-15," Hamas  has  issued  a  new  video  purporting  to  show  the  bodies  of  two  Israeli  hostages,  with  the  militants  claiming  that  they  died  in  air  strikes  on  Gaza. ",israel,ACTIVE
2178,Hamas video claims to show dead Israeli hostages,2024-01-15, Israel  denied  they  were  killed  by  strikes. ,israel,PASSIVE
2178,Hamas video claims to show dead Israeli hostages,2024-01-15," The  video  released  on  Monday  shows  a  woman  named  as  Noa  Argamani,  speaking  under  duress  and  saying  that  two  men  with  whom  she  had  been  held  had  been  killed  in  captivity. ",israel,PASSIVE
2178,Hamas video claims to show dead Israeli hostages,2024-01-15," She  says  the  men  -  one  of  whom  was  identified  as  Itay  Svirsky,  38  -  were  killed  by  ""our  own  IDF  strikes"",  referring  to  the  Israel  Defense  Forces. ",israel,PASSIVE
2178,Hamas video claims to show dead Israeli hostages,2024-01-15," Stories  of  the  hostages  taken  by  Hamas  from  Israel  In  response,  IDF  Spokesperson  Daniel  Hagari  said  the  hostages  had  not  been  killed  by  Israeli  forces. ",israel,PASSIVE
2178,Hamas video claims to show dead Israeli hostages,2024-01-15," About  1,200  people,  mainly  civilians,  were  also  killed  in  those  attacks. ",israel,PASSIVE
2178,Hamas video claims to show dead Israeli hostages,2024-01-15," The  raids  triggered  Israel's  intense  bombardment  of  Gaza,  which  have  killed  more  than  24,000  people  so  far,  according  to  the  Hamas-run  health  ministry. ",palestine,ACTIVE
2178,Hamas video claims to show dead Israeli hostages,2024-01-15," Correction  13th  February:  This  article  wrongly  reported  that  about  1,300  people  had  been  killed  following  the  7th  October  attack  by  Hamas. ",israel,PASSIVE
2178,Hamas video claims to show dead Israeli hostages,2024-01-15," This  was  based  on  counting  those  who  later  died  from  their  injuries  in  addition  to  the  figure  of  more  than  1,200. ",israel,ACTIVE
