article_id,article_title,article_date,sentence,category,voice
10257,Israel says it's arrested 70 Hamas fighters; Hamas accuses Israel of blocking hospital care.,2023-12-14," A  spokesperson  for  the  Hamas-run  health  ministry  accused  Israeli  forces  of  preventing  medical  staff  from  providing  care  to  10  injured  people  at  the  hospital,  reportedly  causing  two  of  them  to  die. ",palestine,
