article_id,article_title,article_date,sentence,category,voice
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15, Israeli  strike  on  central  Gaza  school  reportedly  kills  22  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," At  least  22  Palestinians  were  killed  and  100  wounded  in  a  strike  on  Sunday  on  a  UN-run  school  in  central  Gaza  being  used  as  a  shelter  by  displaced  people,  the  Hamas-run  health  ministry  says. ",palestine,PASSIVE
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," Residents  said  there  were  fresh  air  and  artillery  strikes  in  central  Gaza  on  Monday,  with  five  people  reportedly  killed  when  a  house  in  Maghazi  refugee  camp  was  hit. ",palestine,
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," Meanwhile,  Hamas  said  indirect  negotiations  on  a  ceasefire  and  hostage  release  deal  with  Israel  were  “ongoing”  in  the  wake  of  an  air  strike  in  the  southern  al-Mawasi  humanitarian  area  on  Saturday  that  the  health  ministry  said  killed  more  than  90  people. ",palestine,ACTIVE
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," The  military  has  announced  that  Salama  was  killed,  but  said  it  is  too  early  to  conclude  whether  Deif  also  died. ",palestine,PASSIVE
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," The  military  has  announced  that  Salama  was  killed,  but  said  it  is  too  early  to  conclude  whether  Deif  also  died. ",palestine,ACTIVE
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," Israel  launched  a  military  campaign  in  Gaza  to  destroy  Hamas  in  response  to  an  unprecedented  attack  on  southern  Israel  on  7  October,  during  which  about  1,200  people  were  killed  and  251  others  were  taken  hostage. ",israel,PASSIVE
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," More  than  38,660  people  have  been  killed  in  Gaza  since  then,  according  to  the  territory’s  health  ministry,  whose  figures  do  not  differentiate  between  civilians  and  combatants. ",palestine,PASSIVE
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15, “The  dead  and  injured  people  are  mainly  women  and  children  staying  at  this  school.  ”,palestine,
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," A  spokesman  for  Gaza’s  Hamas-run  Civil  Defence  force,  told  AFP  news  agency  on  Sunday  evening  that  15  people  were  killed  and  that  most  were  women  and  children. ",palestine,PASSIVE
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," Last  Tuesday,  hospital  officials  said  at  least  29  people  had  been  killed  in  an  Israeli  strike  on  a  camp  for  displaced  people  outside  a  school  in  the  town  of  Abasan  al-Kabira,  near  the  southern  city  of  Khan  Younis. ",palestine,PASSIVE
2380,Israeli strike on central Gaza school reportedly kills 22,2024-07-15," A  total  of  20  people,  including  a  senior  Hamas  government  official,  were  reportedly  killed  in  three  earlier  strikes  at  two  other  Unrwa-run  schools  in  Nuseirat  and  a  church-run  school  in  Gaza  City. ",palestine,PASSIVE
