article_id,article_title,article_date,sentence,category,voice
1825,US: We've talked to Israel about making war more 'surgical',2023-12-18," The  health  ministry  in  Gaza,  which  is  run  by  Hamas,  says  more  than  19,400  people  have  been  killed  and  52,000  injured  in  the  enclave  since  the  start  of  the  war. ",palestine,PASSIVE
1825,US: We've talked to Israel about making war more 'surgical',2023-12-18," Concern  has  mounted  over  the  rising  civilian  cost  of  Israeli  military  operations  in  the  Hamas-run  territory,  which  began  after  Hamas  attacks  on  Israel  on  7  October  left  around  1,200  Israelis  dead.  ",israel,ACTIVE
