article_id,article_title,article_date,sentence,category,voice
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," More  than  30,000  killed  in  Gaza,  health  ministry  says  T-I-T-L-E-E-N-D.  ",palestine,ACTIVE
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," More  than  30,000  Palestinians  have  now  been  killed  in  Gaza  since  7  October,  the  Hamas-run  health  ministry  says. ",palestine,PASSIVE
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29, The  ministry  says  that  the  majority  of  those  killed  were  women  and  children. ,palestine,
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29, Its  figures  do  not  differentiate  between  civilians  and  fighters  when  identifying  those  killed. ,palestine,
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," In  its  daily  update  on  Thursday,  the  ministry  said  81  people  had  been  killed  in  the  last  24  hours,  bringing  the  total  to  30,035. ",palestine,PASSIVE
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," The  actual  number  of  dead  is  likely  to  be  far  higher  as  the  count  does  not  include  those  who  have  not  reached  hospitals,  among  them  thousands  of  people  still  lost  under  the  rubble  of  buildings  hit  by  Israeli  air  strikes. ",palestine,
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," The  WHO  notes  that  when  the  current  breakdown  of  deaths  is  compared  with  previous  data  recorded  by  the  UN  from  past  conflicts  in  Gaza,  ""it  clearly  shows  an  increasing  number  of  civilians  being  killed,  with  a  higher  proportion  of  children  and  women  fatalities"". ",palestine,PASSIVE
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," Asked  about  its  assessment  on  the  number  of  fatalities  and  the  breakdown  of  civilians  and  fighters,  Israel's  military  told  the  BBC  only  that  ""the  number  of  terrorists  killed  stands  at  approximately  10,000"". ",palestine,ACTIVE
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," However,  if  and  when  a  longer-term  truce  is  agreed  or  the  war  ends,  efforts  to  recover  bodies  and  trace  the  missing  should  allow  a  clearer  picture  to  emerge  of  numbers  killed,  including  numbers  of  combatants. ",palestine,
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," An  ongoing  criticism  of  the  existing  figures  is  that  they  do  not  give  a  sense  of  how  Palestinians  were  killed  -  whether  this  was  as  a  result  of  Israeli  air  strikes,  artillery  shelling  or  other  means  such  as  misfired  Palestinian  rockets. ",palestine,PASSIVE
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," On  Wednesday,  it  said  six  children  had  died  from  dehydration  and  malnutrition  at  hospitals  in  northern  Gaza. ",palestine,ACTIVE
2442,"More than 30,000 killed in Gaza, health ministry says",2024-02-29," The  war  began  when  thousands  of  Hamas  fighters  stormed  into  southern  Israel  on  7  October,  killing  about  1,200  people  and  seizing  253  hostages,  according  to  Israeli  tallies. ",israel,ACTIVE
