article_id,article_title,article_date,sentence,category,voice
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," Woman  killed,  17  hurt  in  Israel  car-ramming  attack  T-I-T-L-E-E-N-D.  ",israel,ACTIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15, A  70-year-old  woman  has  been  killed  and  17  other  people  injured  in  what  police  say  was  a  terrorist  attack  in  Israel. ,israel,PASSIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15, Israeli  media  reports  say  the  woman  who  died  was  stabbed  by  one  of  the  suspects  before  he  and  an  accomplice  took  her  car  and  used  it  to  ram  into  people. ,israel,
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15, Israeli  media  reports  say  the  woman  who  died  was  stabbed  by  one  of  the  suspects  before  he  and  an  accomplice  took  her  car  and  used  it  to  ram  into  people. ,israel,ACTIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," Haaretz  newspaper  quoted  an  eyewitness  as  saying  they  ""saw  someone  stab  three  people  near  the  mall. ",israel,ACTIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," The  country  is  still  in  a  state  of  shock  after  waves  of  Hamas  gunmen  burst  through  the  border  from  Gaza  and  attacked  Israeli  communities,  killing  at  least  1,200  people  -  mainly  civilians  -  and  taking  about  240  others  hostage  101  days  ago. ",israel,ACTIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," Local  health  officials  say  more  than  350  Palestinians  have  been  killed  by  Israeli  forces  in  raids  targeting  militants  and  in  other  incidents,  as  well  as  in  settler-related  violence. ",palestine,PASSIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," The  official  Palestinian  news  agency,  Wafa,  reported  that  two  Palestinians  -  22-year-old  Mohammed  Hassan  Abu  Sabaa  and  Ahed  Mahmoud  Mohammed,  23  -  were  shot  dead  by  Israeli  forces  during  what  it  called  ""confrontations""  in  the  town  of  Dura,  south  of  Hebron,  on  Thursday  night. ",palestine,PASSIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," The  official  Palestinian  news  agency,  Wafa,  reported  that  two  Palestinians  -  22-year-old  Mohammed  Hassan  Abu  Sabaa  and  Ahed  Mahmoud  Mohammed,  23  -  were  shot  dead  by  Israeli  forces  during  what  it  called  ""confrontations""  in  the  town  of  Dura,  south  of  Hebron,  on  Thursday  night. ",palestine,
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," ""An  assailant  who  hurled  a  Molotov  cocktail  at  the  forces  was  killed,  and  additional  hits  were  identified,""  it  said. ",palestine,PASSIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," The  Hamas-run  health  ministry  in  Gaza  says  24,100  people  -  mainly  women  and  children  -  have  been  killed  in  Israel's  bombardment,  which  began  in  response  to  the  attacks. ",palestine,PASSIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," Israel  says  9,000  of  those  killed  in  Gaza  were  Hamas  combatants. ",palestine,
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," Correction  13th  February:  This  article  wrongly  reported  that  about  1,300  people  had  been  killed  following  the  7th  October  attack  by  Hamas. ",israel,PASSIVE
2812,"Woman killed, 17 hurt in Israel car-ramming attack",2024-01-15," This  was  based  on  counting  those  who  later  died  from  their  injuries  in  addition  to  the  figure  of  more  than  1,200. ",israel,ACTIVE
