article_id,article_title,article_date,sentence,category,voice
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09, Gaza  health  ministry  says  Israeli  hostage  rescue  killed  274  Palestinians  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09," The  Hamas-run  health  ministry  in  Gaza  says  an  Israeli  raid  on  a  refugee  camp  -  which  led  to  the  rescue  of  four  hostages  -  killed  274  people,  including  children  and  other  civilians. ",palestine,ACTIVE
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09, The  Israeli  military  has  estimated  that  fewer  than  100  people  died  in  the  operation. ,palestine,ACTIVE
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09, Images  from  the  Nuseirat  refugee  camp  area  show  intense  bombardment  and  people  mourning  the  dead. ,palestine,
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09, The  Hamas-run  health  ministry  released  names  of  86  people  out  of  the  274  Palestinians  it  says  were  killed  during  the  two-hour  operation. ,palestine,PASSIVE
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09, One  special  forces  officer  was  wounded  and  later  died  in  hospital. ,israel,
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09, The  director  of  the  al-Awda  Hospital  in  Nuseirat  told  BBC  Arabic  the  number  of  dead  coming  to  the  hospital  increased  throughout  Saturday. ,palestine,
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09, Dr  Marwan  Abu  Nasser  also  spoke  about  the  lack  of  a  morgue  in  the  hospital  to  accommodate  the  bodies  of  those  killed  who  had  been  taken  to  the  hospital. ,palestine,
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09," One  man,  who  said  more  than  40  members  of  his  family  have  been  killed  since  the  conflict  began  in  October,    described  to  the  BBC  being  in  a  house  which  was  hit  by  a  strike. ",palestine,PASSIVE
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09," Hassan  Omar,  37,  said  he  lamented  the  unnecessary  loss  of  lives  in  Israeli  strikes,  telling  the  BBC:  ""For  each  Israeli  hostage  they  could  have  freed  80  Palestinian  prisoners  and  without  any  bloodshed  -  [that]  is  a  million  times  better  than  losing  100  dead.  """,palestine,
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09," During  its  7  October  attacks  in  southern  Israel  Hamas  killed  about  1,200  people  and  took  some  251  people  hostage. ",israel,ACTIVE
2106,Gaza health ministry says Israeli hostage rescue killed 274 Palestinians,2024-06-09," Some  116  remain  in  the  Palestinian  territory,  including  41  the  army  says  are  dead. ",israel,ACTIVE
