article_id,article_title,article_date,sentence,category,voice
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16, 50  reportedly  killed  in  latest  Israeli  strikes  in  Gaza  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," At  least  50  Palestinians  have  been  killed  and  dozens  wounded  in  a  series  of  Israeli  air  strikes  in  south  and  central  parts  of  Gaza,  the  Hamas-run  health  ministry  says. ",palestine,PASSIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," It  also  claimed  that  half  of  the  leadership  of  Hamas’s  military  wing  had  been  killed  and  approximately  14,000  ""terrorists""  killed  or  detained  during  nine  months  of  Israeli  air  strikes  and  ground  operations  in  Gaza. ",palestine,PASSIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," It  also  claimed  that  half  of  the  leadership  of  Hamas’s  military  wing  had  been  killed  and  approximately  14,000  ""terrorists""  killed  or  detained  during  nine  months  of  Israeli  air  strikes  and  ground  operations  in  Gaza. ",palestine,
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," Israel  launched  a  military  campaign  to  destroy  Hamas  in  response  to  an  unprecedented  attack  on  southern  Israel  on  7  October,  during  which  about  1,200  people  were  killed  and  251  others  were  taken  hostage. ",israel,PASSIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," More  than  38,710  people  have  been  killed  in  Gaza  since  then,  according  to  the  territory’s  health  ministry. ",palestine,PASSIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," Its  figures  do  not  differentiate  between  civilians  and  combatants,  but  it  had  reportedly  identified  14,680  children,  women  and  elderly  people  among  the  dead  by  the  end  of  April. ",palestine,
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," The  reported  attack  comes  three  days  after  Israel  targeted  the  head  of  Hamas’s  military  wing  in  the  same  area,  killing  dozens  of  people. ",palestine,ACTIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," It  is  unclear  whether  Mohammed  Deif  survived,  but  Israel  says  it  has  confirmed  that  another  senior  commander  was  killed. ",palestine,PASSIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," The  Gaza  health  ministry  said  23  people  were  killed,  and  photographs  show  extensive  damage  of  the  building. ",palestine,PASSIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," Two  people  were  reportedly  killed  in  another  strike  in  Nuseirat  on  Tuesday  afternoon,  while  strikes  in  the  camp  overnight  left  four  people  dead. ",palestine,PASSIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16," Two  people  were  reportedly  killed  in  another  strike  in  Nuseirat  on  Tuesday  afternoon,  while  strikes  in  the  camp  overnight  left  four  people  dead. ",palestine,ACTIVE
1890,50 reportedly killed in latest Israeli strikes in Gaza,2024-07-16, It  also  said  that  troops  had  killed  fighters  and  dismantled  tunnel  shafts  during  a  continuing  ground  operation  in  the  southernmost  city  of  Rafah. ,palestine,ACTIVE
