article_id,article_title,article_date,sentence,category,voice
10713,Four killed in Jenin drone strike.,2023-12-12, Four  killed  in  Jenin  drone  strike. ,palestine,ACTIVE
10713,Four killed in Jenin drone strike.,2023-12-12," Hospitals  in  Jenin  have  confirmed  four  people  were  killed,  and  at  least  one  other  is  thought  to  have  been  seriously  wounded. ",palestine,PASSIVE
