article_id,article_title,article_date,sentence,category,voice
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21," 'Dad,  please  don't  go  out':  The  Gazans  killed  as  Israel  freed  hostages  T-I-T-L-E-E-N-D.  ",palestine,ACTIVE
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21," But  the  rescue  on  12  February  has  left  angry  feelings  in  Gaza,  where  more  than  70  people  were  reported  killed  on  the  night. ",palestine,
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21," Later  that  night,  in  a  hospital  filled  with  other  victims,  it  was  confirmed  to  Nawara  that  Abed-Alrahman  was  dead.  ",palestine,ACTIVE
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21,"""    According  to  the  health  ministry,  run  under  the  direction  of  the  Hamas  government  in  Gaza,  at  least  74  people  were  killed  during  the  raid  in  the  early  hours  of  12  February. ",palestine,PASSIVE
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21, It  is  not  possible  to  say  precisely  how  many  of  the  dead  were  civilians  and  how  many  were  fighters. ,palestine,
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21, But  witnesses  and  medical  sources  suggest  a  high  proportion  of  the  dead  were  non-combatants. ,palestine,
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21," The  independent  Palestinian  Centre  for  Human  Rights,  based  in  Gaza,  using  details  obtained  from  hospital  lists,  says  27  children  and  22  women  were  among  those  killed. ",palestine,
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21, Our  neighbour  was  shot  in  the  head. ,palestine,PASSIVE
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21," He  took  him  to  the  doctor,  but  soon  after  the  old  man  died  of  a  heart  attack. ",palestine,ACTIVE
1852,"'Dad, please don't go out': The Gazans killed as Israel freed hostages",2024-02-21," ""  Many  of  the  dead  were  thought  to  be  still  lying  under  the  rubble  of  destroyed  houses. ",palestine,
