article_id,article_title,article_date,sentence,category,voice
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23, Israel  says  24  soldiers  killed  in  Gaza  in  one  day  T-I-T-L-E-E-N-D.  ,israel,
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23,  The  Israeli  army  says  24  of  its  soldiers  were  killed  in  Gaza  on  Monday  -  the  deadliest  day  for  its  forces  since  their  ground  operation  began. ,israel,PASSIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23," That  includes  21  reservists  who  died  in  an  explosion  likely  caused  by  mines  that  Israeli  forces  had  placed  in  two  buildings  to  demolish  them,  the  Israel  Defense  Forces  (IDF)  said. ",israel,ACTIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23," According  to  Gaza's  Hamas-run  Health  Ministry,  195  Palestinians  have  been  killed  in  the  past  day. ",palestine,PASSIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23," In  an  earlier  briefing,  Rear  Admiral  Hagari  said  the  reservists  were  killed  in  central  Gaza  at  around  16:00  (14:00  GMT)  on  Monday  -  close  to  the  kibbutz  of  Kissufim  on  the  Israeli  side  of  the  border. ",israel,PASSIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23, The  first  funerals  for  those  killed  in  the  explosion  have  been  held  at  Mount  Herzl  in  a  rainy  Jerusalem. ,israel,
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23,  Israel's  military  had  already  confirmed  that  three  officers  were  killed  in  a  separate  attack  in  southern  Gaza  on  Monday. ,israel,PASSIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23," According  to  the  IDF,  dozens  of  local  gunmen  were  killed  in  its  operation  and  its  forces  found  rockets  in  rocket-launchers  ready  to  fire,  as  well  as  tunnel  shafts  and  a  large  number  of  weapons. ",palestine,PASSIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23, The  Palestinians  said  that  women  and  children  have  been  killed  in  the  latest  fighting  in  the  city. ,palestine,PASSIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23, They  added  that  Israeli  blockades  and  the  storming  of  hospitals  since  Monday  had  left  the  wounded  and  dead  beyond  the  reach  of  rescuers. ,palestine,
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23, The  dead  were  being  buried  inside  the  grounds  of  Nasser  hospital  because  it  has  been  unsafe  to  leave  in  order  to  reach  the  cemetery.  ,palestine,
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23,"  Israel  launched  the  war  with  the  declared  aim  of  destroying  Hamas  after  waves  of  its  gunmen  killed  around  1,200  people  -  mostly  civilians  -  and  took  about  250  others  hostage  in  the  unprecedented  attack. ",israel,
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23," According  to  the  IDF  website,  217  soldiers  have  been  killed  since  the  beginning  of  Israel's  ground  invasion  on  27  October  out  of  a  total  of  552  killed  since  7  October. ",israel,PASSIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23," According  to  the  IDF  website,  217  soldiers  have  been  killed  since  the  beginning  of  Israel's  ground  invasion  on  27  October  out  of  a  total  of  552  killed  since  7  October. ",israel,
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23," At  least  25,490  people  -  mainly  women  and  children  -  have  been  killed  in  the  Israeli  military  campaign  in  Gaza  since  then,  according  to  the  Hamas-run  health  ministry. ",palestine,PASSIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23," Correction  13th  February:  This  article  wrongly  reported  that  about  1,300  people  had  been  killed  following  the  7th  October  attack  by  Hamas. ",israel,PASSIVE
2303,Israel says 24 soldiers killed in Gaza in one day,2024-01-23," This  was  based  on  counting  those  who  later  died  from  their  injuries  in  addition  to  the  figure  of  more  than  1,200. ",israel,ACTIVE
