article_id,article_title,article_date,sentence,category,voice
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17,"   The  Hamas  attacks  killed  around  1,200  Israelis,  most  of  them  civilians. ",israel,ACTIVE
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17," Since  then,  Israel  has  bombed  Gaza  relentlessly,  killing  more  than  31,000  people  according  to  officials  in  the  Hamas-run  territory. ",palestine,ACTIVE
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17, 70%  of  the  dead  there  are  women  and  children.  ,palestine,
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17, Israel  believes  at  least  30  of  them  are  already  dead. ,israel,ACTIVE
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17, She  warns  that  healing  will  be  more  difficult  for  those  who  were  physically  abused  or  came  back  to  discover  loved  ones  had  been  slaughtered  and  their  home  destroyed. ,israel,PASSIVE
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17, They  say  Itai  was  killed  by  his  guard  -  after  an  IDF  air  strike  nearby  -  based  on  an  investigation  by  the  army. ,israel,PASSIVE
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17," ""Itai  was  executed  two  days  after  by  the  terrorist  that  guarded  him,""  says  his  cousin,  Naama  Weinberg. ",israel,PASSIVE
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17," ""We  know  he  shot  him. ",israel,ACTIVE
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17, What  would  bring  that  man  to  shoot  him  after  99  days? ,israel,ACTIVE
1858,"'He will come back’ - Israeli hostage families cling to hope, and demand a deal",2024-03-17," ""The  army  has  denied  Hamas  claims  that  Svirsky  was  killed  in  the  air  strike,  though  it  admits  another  hostage  held  with  him  probably  was. ",israel,PASSIVE
