article_id,article_title,article_date,sentence,category,voice
1862,'I cannot comprehend a future without him',2024-05-14," Also  killed  were  the  relief  team’s  leader,  Australian  national  Lalzawmi  “Zomi”  Frankcom,  43;  dual  American-Canadian  citizen  Jacob  Flickinger,  33;  Polish  national  Damian  Sobol,  35;  and  their  driver,  Palestinian  Saifeddin  Issam  Ayad  Abutaha,  25. ",palestine,
