article_id,article_title,article_date,sentence,category,voice
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16, Israeli  tank  fire  kills  five  IDF  soldiers  in  north  Gaza  T-I-T-L-E-E-N-D.  ,israel,ACTIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," Israel's  military  says  five  soldiers  have  been  killed  by  Israeli  tank  fire  in  northern  Gaza,  in  one  of  the  deadliest  incidents  of  its  kind  since  the  war  against  Hamas  began  in  October. ",israel,PASSIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," Israeli  minister  attacks  Netanyahu  over  Gaza  futureUS  says  floating  pier  for  Gaza  aid  operational  'in  days'  The  Israel  Defense  Forces  (IDF)  said  five  soldiers  serving  in  the  202nd  Battalion  of  the  Paratroopers  Brigade  were  killed  in  Jabalia  camp  on  Wednesday  evening  ""as  a  result  of  fire  by  our  forces"". ",israel,PASSIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16, The  deaths  increased  to  278  the  number  of  Israeli  soldiers  killed  since  the  start  of  the  ground  offensive  in  Gaza  on  27  October. ,israel,ACTIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," Another  348  troops  were  among  the  1,200  people  killed  in  Hamas's  unprecedented  cross-border  attack  on  southern  Israel  on  7  October,  which  triggered  the  war. ",israel,
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," More  than  35,270  people  have  been  killed  in  Gaza  since  then,  according  to  the  territory's  Hamas-run  health  ministry. ",palestine,PASSIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," According  to  the  IDF's  website,  external,  44  of  the  soldiers  killed  in  Gaza  as  of  Wednesday  -  15%  of  the  total  -  died  as  a  result  of  what  it  describes  as  ""operational  accidents"". ",israel,
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," According  to  the  IDF's  website,  external,  44  of  the  soldiers  killed  in  Gaza  as  of  Wednesday  -  15%  of  the  total  -  died  as  a  result  of  what  it  describes  as  ""operational  accidents"". ",israel,
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," Twenty-two  of  them  were  killed  by  ""friendly  fire"",  five  died  because  of  ""firing  irregularities"",  and  17  as  a  result  of  ""accidents"",  including  incidents  involving  weaponry  and  trampling. ",israel,PASSIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," Twenty-two  of  them  were  killed  by  ""friendly  fire"",  five  died  because  of  ""firing  irregularities"",  and  17  as  a  result  of  ""accidents"",  including  incidents  involving  weaponry  and  trampling. ",israel,ACTIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," On  Thursday  afternoon,  official  Palestinian  news  agency  Wafa  reported  that  four  people,  including  a  pregnant  woman,  had  been  killed  in  an  Israeli  air  strike  on  a  house  in  the  al-Faluja  area  of  Jabalia  camp. ",palestine,PASSIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," Wafa  also  cited  medical  sources  as  saying  that  more  than  30  civilians,  including  10  children,  had  been  killed  in  Israeli  air  strikes  on  residential  buildings  in  nearby  Gaza  City. ",palestine,PASSIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16, Palestine  Post  photojournalist  Mahmoud  Jahjouh  and  several  members  of  his  family  were  reportedly  among  the  dead. ,palestine,ACTIVE
2383,Israeli tank fire kills five IDF soldiers in north Gaza,2024-05-16," Meanwhile,  in  the  south  of  Gaza  on  Thursday,  fresh  Israeli  air  strikes  killed  at  least  five  people  in  southern  and  central  Rafah,  Wafa  reported. ",palestine,ACTIVE
