article_id,article_title,article_date,sentence,category,voice
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16," The  incident  was  part  of  a  rampage  by  Israeli  settlers  that,  according  to  local  officials,  killed  four  Palestinians  over  four  days. ",palestine,ACTIVE
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16," His  body  was  found  a  day  later,  and  the  Israel  Defense  Forces  (IDF)  said  he  had  been  killed  in  a  ""terrorist  attack"". ",israel,PASSIVE
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16," They  burned  homes  and  cars,  and  killed  a  25-year-old  man  named  Jihad  Abu  Alia  with  a  shot  in  the  chest,  according  to  Palestinian  officials.  ",palestine,ACTIVE
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16," In  nearby  Beitin  on  Saturday  a  17-year-old  boy,  Omar  Hamed,  was  killed  after  being  hit  by  a  bullet  in  the  head  in  an  attack  by  a  group  of  30  settlers  who  had  been  accompanied  by  Israeli  forces,  Palestinian  officials  said. ",palestine,PASSIVE
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16, It  was  not  clear  whether  he  was  shot  by  Israeli  forces  or  settlers. ,palestine,PASSIVE
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16," On  Monday,  two  Palestinians  -  30-year-old  Abdul  Rahman  Bani  Fadel  and  21-year-old  Mohammad  Bani  Jamea  -  were  shot  dead  during  an  attack  by  dozens  of  settlers,  many  of  them  armed,  near  the  town  of  Aqraba,  south-east  of  Nablus  in  the  northern  West  Bank,  according  to  local  officials. ",palestine,PASSIVE
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16," On  Monday,  two  Palestinians  -  30-year-old  Abdul  Rahman  Bani  Fadel  and  21-year-old  Mohammad  Bani  Jamea  -  were  shot  dead  during  an  attack  by  dozens  of  settlers,  many  of  them  armed,  near  the  town  of  Aqraba,  south-east  of  Nablus  in  the  northern  West  Bank,  according  to  local  officials. ",palestine,
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16," ""  Across  the  West  Bank,  Israeli  raids  killed  three  Palestinians  -  17-year-old  Yazan  Ishtayeh  in  Nablus  on  Monday,  and  Mohammad  Shahmawi,  22,  and  Mohammad  Rasoul  Daraghmeh,  26,  a  suspected  Hamas  member,  in  Tubas  on  Friday. ",palestine,ACTIVE
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16," Since  then,  more  than  460  Palestinians  have  been  killed  in  the  West  Bank,  according  to  the  Palestinian  health  ministry. ",palestine,PASSIVE
2024,Deadly settler attacks on Palestinians follow Israeli boy's killing,2024-04-16," In  the  same  period,  at  least  13  Israelis  have  been  killed  in  the  West  Bank,  including  two  members  of  Israel's  security  forces. ",israel,PASSIVE
