article_id,article_title,article_date,sentence,category,voice,annotator
1158,Tanzanian students taken hostage by Hamas named,2023-10-30,"  Since  the  attack,  Israel  has  retaliated  with  air  strikes  that  have  killed  more  than  8,000  people,  according  to  Gaza's  health  ministry,  which  is  run  by  Hamas. ",palestine,ACTIVE,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17, Dozens  killed  as  Israel  strikes  Gaza  refuge  areas  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17," More  than  100  Palestinians  have  been  killed  in  air  strikes  in  southern  Gaza,  officials  say,  as  the  Israeli  military  continues  to  target  the  area  despite  ordering  civilians  to  shelter  there. ",palestine,PASSIVE,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17, Most  of  the  dead  reportedly  fled  their  homes  in  the  north  ahead  of  what  is  expected  to  be  a  major  ground  offensive  against  the  militant  group  Hamas. ,palestine,,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17," Israel  cut  electricity  and  most  water  and  stopped  deliveries  of  food  and  medicine  through  its  crossings  in  response  to  an  unprecedented  cross-border  attack  by  Hamas  militants  on  7  October  in  which  at  least  1,300  people  were  killed  and  199  others  taken  hostage. ",israel,PASSIVE,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17," Around  3,000  people  have  been  killed  in  Israel's  bombardment  of  Gaza  since  then,  according  to  health  officials. ",palestine,PASSIVE,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17," Local  officials  in  Khan  Younis  said  three  Israeli  air  strikes  left  more  than  100  people  dead,  most  of  whom  were  displaced. ",palestine,,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17, Amin  Hneideq  said  his  daughter  was  wounded  by  a  bomb  that  destroyed  a  nearby  home  and  killed  a  family  who  had  fled  southwards. ,palestine,ACTIVE,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17," Later,  it  announced  that  a  strike  had  killed  a  top  Hamas  military  commander,  Ayman  Nofal,  who  it  described  as  ""one  of  the  most  dominant  figures  in  the  terrorist  organisation"". ",palestine,ACTIVE,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17, Hamas  said  he  died  in  a  strike  in  Bureij  refugee  camp  in  central  Gaza. ,palestine,ACTIVE,jan
241,Dozens killed as Israel strikes Gaza refuge areas,2023-10-17,"  Troops  also  killed  four  militants  who  attempted  to  infiltrate  Israeli  territory  and  plant  an  explosive  device,  it  added. ",palestine,ACTIVE,jan
1452,UK doctor stuck in Gaza finally makes it to Egypt,2023-11-13," Hamas  gunmen  killed  about  1,200  people  and  took  240  others  hostage  in  its  unprecedented  cross-border  assault  it  launched  that  day. ",israel,ACTIVE,jan
1452,UK doctor stuck in Gaza finally makes it to Egypt,2023-11-13," After  a  month  of  Israeli  bombardment  and  nearly  two  weeks  after  Israel  launched  a  major  ground  offensive  into  the  territory,  Gaza's  Hamas-run  health  ministry  said  on  Friday  that  11,078  people  had  been  killed,  while  1.5  million  had  fled  their  homes. ",palestine,PASSIVE,jan
4,'A defining moment in my life' - Israel's reservists flock to fight,2023-10-10," Israel  is  still  reeling  from  Saturday's  surprise  attack  by  Hamas  militants,  who  killed  at  least  1,000  people  and  wounded  many  more. ",israel,ACTIVE,jan
4,'A defining moment in my life' - Israel's reservists flock to fight,2023-10-10, Israel  has  launched  waves  of  retaliatory  air  strikes  against  the  Gaza  Strip  which  have  killed  at  least  900  people. ,palestine,ACTIVE,jan
709,Israeli Arabs arrested over Gaza social media posts,2023-10-21," Public  outrage  at  the  attack  by  Hamas,  which  killed  more  than  1,400  people,  mostly  civilians,  in  areas  near  the  Gaza  Strip,  has  also  led  to  anger  at  Jewish  Israeli  voices  calling  for  de-escalation. ",israel,ACTIVE,jan
462,"I went through hell, says elderly hostage released by Hamas",2023-10-24," One  in  four  residents  are  believed  to  have  been  killed  or  kidnapped,  including  many  children. ",israel,PASSIVE,jan
462,"I went through hell, says elderly hostage released by Hamas",2023-10-24," Among  the  clips  was  footage  of  Hamas  gunmen  cheering  with  apparent  joy  as  they  shot  civilians  on  the  road,  and  later  stalking  the  pathways  of  kibbutzim  and  killing  parents  and  children  in  their  homes. ",israel,ACTIVE,jan
462,"I went through hell, says elderly hostage released by Hamas",2023-10-24," More  than  1,400  people,  mostly  civilians,  were  killed  in  the  attack. ",israel,PASSIVE,jan
1435,'Her life is painkillers' - The Gaza children ravaged by war,2023-11-10," ""  A  month  of  intense  bombardment  on  Gaza  -  Israel's  retaliation  for  a  devastating  attack  by  Hamas  that  killed  about  1,200  people  -  has  taken  a  terrible  toll  on  its  residents.  ",israel,ACTIVE,jan
1435,'Her life is painkillers' - The Gaza children ravaged by war,2023-11-10,"  At  least  10,800  people  have  been  killed,  including  more  than  4,400  children,  according  to  the  Hamas-run  health  ministry  in  Gaza. ",palestine,PASSIVE,jan
1435,'Her life is painkillers' - The Gaza children ravaged by war,2023-11-10,  The  strike  killed  her  mother  and  seven  of  her  brothers. ,palestine,ACTIVE,jan
1435,'Her life is painkillers' - The Gaza children ravaged by war,2023-11-10," ""I  was  taken  to  hospital,  and  there  one  after  another  I  heard  about  my  children  and  wife  being  killed. ",palestine,PASSIVE,jan
1435,'Her life is painkillers' - The Gaza children ravaged by war,2023-11-10,"  The  hospitals  fill  up  with  the  dead  and  wounded,  a  large  number  of  whom  are  children.  ",palestine,,jan
120,BBC journalists held at gunpoint by Israeli police,2023-10-15," Palestinian  militant  group  Hamas  launched  an  unprecedented  attack  on  Israel  on  7  October,  killing  at  least  1,300  people.  ",israel,ACTIVE,jan
120,BBC journalists held at gunpoint by Israeli police,2023-10-15,"  More  than  2,300  people  have  been  killed  in  Gaza  since  Israel  launched  retaliatory  air  strikes. ",palestine,PASSIVE,jan
248,EU calls for 'corridors and pauses' for Gaza aid,2023-10-26," Israel  began  bombing  Gaza  and  cut  off  fuel,  food  and  other  supplies  after  Hamas's  attack  in  which  1,400  people  were  killed  and  224  taken  hostage. ",israel,PASSIVE,jan
248,EU calls for 'corridors and pauses' for Gaza aid,2023-10-26," Gaza's  Hamas-run  health  ministry  says  more  than  7,000  people  have  been  killed  in  the  territory  since  then  and  that  its  health  system  is  facing  total  collapse,  with  a  third  of  hospitals  not  functioning  and  the  rest  only  treating  emergency  cases. ",palestine,PASSIVE,jan
1808,TikTok v X: The Israel-Gaza battles raging on social media,2023-11-26," Both  in  re-posted  ""stitches"",  and  in  comments  below  Daniel's  own  posts,  people  were  suggesting  his  dancing  videos  were  disrespectful  to  civilians  being  killed  in  Gaza. ",palestine,PASSIVE,jan
1808,TikTok v X: The Israel-Gaza battles raging on social media,2023-11-26," Abusive  remarks  on  his  videos,  and  other  posts  about  Israel,  have  included  comments  from  pro-Hamas  accounts  falsely  claiming  that  the  hostages  taken  on  7  October  were  actually  paid  actors  or  killed  by  Israeli  forces.  ",israel,,jan
1808,TikTok v X: The Israel-Gaza battles raging on social media,2023-11-26,"  In  October,  State  of  Israel  posted  false  claims  that  the  body  of  a  four  year-old  Palestinian  boy  killed  by  Israeli  strikes  was  just  a  doll. ",palestine,ACTIVE,jan
1808,TikTok v X: The Israel-Gaza battles raging on social media,2023-11-26,"  Take,  for  example,  comments  suggesting  that  a  different  four-year-old  boy,  an  Israeli,  who  was  killed  when  Hamas  attacked  his  home,  had  been  a  ""paid  actor"".  ",israel,PASSIVE,jan
1448,Giving birth with no painkillers under the bombs in Gaza,2023-11-14, And  we've  repeatedly  witnessed  distressing  sights  of  dead  bodies. ,palestine,,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24, Gaza  health  ministry  says  700  killed  in  24  hours  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24," More  than  700  Palestinians  have  been  killed  by  Israeli  air  strikes  in  the  Gaza  Strip  over  the  past  24  hours,  the  Hamas-run  health  ministry  says. ",palestine,PASSIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24," Israel's  military  said  it  struck  400  ""terror  targets""  and  killed  several  Hamas  commanders  over  the  same  period. ",palestine,ACTIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24," Israel  launched  its  bombing  campaign  against  Hamas  -  which  Israel,  the  UK,  US  and  other  powers  class  as  a  terrorist  organisation  -  in  response  to  an  unprecedented  cross-border  attack  on  7  October  in  which  at  least  1,400  people  were  killed  and  222  others  were  taken  hostage. ",israel,PASSIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24," Nearly  5,800  people  have  been  killed  in  Gaza  since  then,  according  to  the  health  ministry.  ",palestine,PASSIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24," Some  of  those  killed  in  the  southern  cities  of  Khan  Younis  and  Rafah  were  displaced  people  who  had  fled  the  north  in  response  to  an  Israeli  military  order  to  evacuate  the  area  for  their  own  safety,  local  officials  said. ",palestine,ACTIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24, All  of  my  family  are  dead. ,palestine,ACTIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24," Later,  about  20  people  were  reportedly  killed  in  a  strike  on  a  residential  building  in  the  heavily-populated  Amal  area  of  Khan  Younis. ",palestine,PASSIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24," The  Hamas-run  health  ministry  said  it  had  been  the  deadliest  24  hours  of  the  war  so  far,  with  704  people  reported  killed,  including  305  children,  173  women  and  78  elderly  people. ",palestine,PASSIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24," It  added  that  aircraft  also  targeted  Hamas  command  centres  and  staging  grounds  located  in  mosques,  killing  the  deputy  commanders  of  three  battalions  of  Hamas's  military  wing,  and  also  struck  dozens  of  Hamas  gunmen  setting  up  to  fire  rockets  towards  Israel. ",palestine,ACTIVE,jan
360,Gaza health ministry says 700 killed in 24 hours,2023-10-24, Others  living  there  were  killed  and  the  women's  husbands  remain  among  those  being  held. ,israel,PASSIVE,jan
352,Gaza crossing opens for injured and foreigners,2023-11-02," Israel  has  been  bombarding  Gaza  for  more  than  three  weeks  and  has  recently  sent  in  ground  forces  in  response  to  an  unprecedented  cross-border  assault  by  Hamas  gunmen  in  which  1,400  people  were  killed  and  240  taken  hostage.  ",israel,PASSIVE,jan
352,Gaza crossing opens for injured and foreigners,2023-11-02,"  Gaza's  health  ministry  says  more  than  8,700  people  have  been  killed  in  the  territory  since  then,  while  the  UN  says  supplies  of  food,  water,  fuel  and  medicine  are  dangerously  low  because  of  a  siege  imposed  by  Israel. ",palestine,PASSIVE,jan
352,Gaza crossing opens for injured and foreigners,2023-11-02, The  Hamas-run  health  ministry  said  dozens  of  people  were  killed  or  wounded  in  the  attack. ,palestine,PASSIVE,jan
352,Gaza crossing opens for injured and foreigners,2023-11-02," On  Tuesday,  the  IDF  said  a  strike  in  the  centre  of  Jabalia  camp  had  killed  a  senior  Hamas  commander  and  ""a  large  number  of  terrorists""  inside  ""underground  terror  infrastructure""  embedded  beneath  buildings. ",palestine,ACTIVE,jan
352,Gaza crossing opens for injured and foreigners,2023-11-02, Gaza's  health  ministry  said  at  least  50  people  were  killed  and  150  wounded. ,palestine,PASSIVE,jan
352,Gaza crossing opens for injured and foreigners,2023-11-02," But  a  nearby  hospital  said  it  received  400  casualties,  including  120  dead. ",palestine,,jan
352,Gaza crossing opens for injured and foreigners,2023-11-02," Hamas  denied  that  the  commander  was  dead  but  said  seven  of  the  hostages  taken  from  Israel,  including  three  foreign  passport  holders,  were  killed  in  the  strike  -  a  claim  that  could  not  be  verified. ",israel,ACTIVE,jan
343,"Gaza 'soon without fuel, medicine and food'",2023-10-09, Nearly  700  people  have  died  in  these  attacks  and  thousands  more  are  reported  to  have  been  injured.  ,israel,ACTIVE,jan
343,"Gaza 'soon without fuel, medicine and food'",2023-10-09,"  Stéphane  Dujarric,  spokesman  for  the  UN  secretary-general,  said  more  than  a  dozen  healthcare  workers  had  been  killed  or  injured  and  at  least  seven  medical  centres  had  been  damaged.  ",palestine,PASSIVE,jan
343,"Gaza 'soon without fuel, medicine and food'",2023-10-09,"  The  Palestinian  Ministry  of  Foreign  affairs  said  two  refugee  camps  in  Gaza  -  Al-Shati  (also  known  as  the  Beach  camp)  and  Jabalia  camps  -  were  hit  by  Israeli  airstrikes,  reportedly  leaving  several  injured  and  dead.  ",palestine,,jan
343,"Gaza 'soon without fuel, medicine and food'",2023-10-09,"  According  to  Associated  Press,  19  members  of  the  same  family  were  killed  in  a  strike  in  Rafah,  in  the  south  of  Gaza.  ",palestine,PASSIVE,jan
735,Israeli forces advance deeper into northern Gaza,2023-10-30,"  The  hostages  -  who  include  dozens  of  children  and  elderly  people,  as  well  as  soldiers  -  were  taken  by  Hamas  gunmen  during  an  unprecedented  attack  on  southern  Israel  on  7  October  in  which  1,400  people  were  killed.  ",israel,PASSIVE,jan
735,Israeli forces advance deeper into northern Gaza,2023-10-30," Gaza's  Hamas-run  health  ministry  says  more  than  8,300  people  have  been  killed  in  the  territory  since  then,  while  supplies  of  food,  water,  fuel  and  medicines  for  its  2.2  million  residents  are  dangerously  low. ",palestine,PASSIVE,jan
735,Israeli forces advance deeper into northern Gaza,2023-10-30," ""  Earlier,  the  Israeli  military  said  tanks  and  troops  had  continued  to  expand  their  ground  operations  inside  Gaza  overnight,  killing  dozens  of  Hamas  fighters  barricaded  in  buildings  and  tunnels.  ",palestine,,jan
905,Netanyahu meets hostages' families anxious over war,2023-10-29," The  hostages  were  taken  by  Hamas  gunmen  during  an  unprecedented  attack  on  southern  Israel  on  7  October  in  which  1,400  people  were  killed. ",israel,PASSIVE,jan
905,Netanyahu meets hostages' families anxious over war,2023-10-29,"    On  Thursday,  the  spokesman  for  Hamas's  military  wing,  Abu  Ubaida,  said  around  50  hostages  had  been  killed  in  Israeli  air  strikes  on  Gaza.  ",israel,PASSIVE,jan
1488,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-08," ""He  started  telling  me:  'Did  you  see  how  they  [Hamas]  slaughtered  those  children  with  knives?'",israel,ACTIVE,jan
1488,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-08," ""  The  Hamas-run  health  ministry  in  Gaza  says  more  than  10,000  people  have  been  killed  by  Israel  since  the  war  began  -  more  than  a  third  of  them  are  children. ",palestine,PASSIVE,jan
1488,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',2023-11-08," Israel's  retaliatory  airstrikes  in  Gaza  followed  Hamas  gunmen  rampaging  into  Israel  on  7  October,  killing  1,400  people,  including  many  women  and  children,  and  taking  hundreds  of  others  hostage. ",israel,ACTIVE,jan
1437,'I'm marching for peace this Saturday',2023-11-09,To  try  and  stop  people  from  peaceful  protest  when  so  many  people  are  being  killed  or  not  being  fed  or  having  water  -  I  don't  understand  it  at  all. ,both,PASSIVE,jan
34,'Sometimes from behind the camera I just stand and cry',2023-10-31, More  than  30  have  been  killed  so  far. ,both,PASSIVE,jan
34,'Sometimes from behind the camera I just stand and cry',2023-10-31,"  ""We  have  seen  more  journalists  killed  in  the  last  close  to  three  weeks  than  have  been  killed  over  21  years  of  covering  this  conflict. ",both,ACTIVE,jan
34,'Sometimes from behind the camera I just stand and cry',2023-10-31, She  is  now  living  in  Britain  and  mourning  her  friend  Ibrahim  Lafi  who  was  killed  at  the  beginning  of  the  war. ,palestine,PASSIVE,jan
933,Ofcom online safety boss suspended over Israel posts,2023-10-16,"  The  war  between  Israel  and  Gaza,  which  began  last  weekend,  has  killed  more  than  2,700  people  in  Gaza  and  over  1,400  Israelis.  ",both,ACTIVE,jan
933,Ofcom online safety boss suspended over Israel posts,2023-10-16,"  On  Monday  Prime  Minister  Rishi  Sunak  told  MPs  that  at  least  six  Britons  had  been  killed  and  10  others  were  missing,  including  two  teenage  sisters.  ",both,PASSIVE,jan
1503,Jenin: 14 Palestinians killed in clashes,2023-11-09, Jenin:  14  Palestinians  killed  in  clashes  T-I-T-L-E-E-N-D.  ,palestine,ACTIVE,jan
1503,Jenin: 14 Palestinians killed in clashes,2023-11-09," Fourteen  Palestinians  have  been  killed  in  an  Israeli  raid  on  the  Jenin  refugee  camp  in  the  occupied  West  Bank,  the  Palestinian  health  ministry  says. ",palestine,PASSIVE,jan
1503,Jenin: 14 Palestinians killed in clashes,2023-11-09," The  Israeli  military  has  been  carrying  out  near  nightly  arrest  raids  across  the  West  Bank  for  a  year  and  a  half,  following  a  wave  of  deadly  attacks  by  Palestinians  which  killed  more  than  30  Israelis. ",israel,ACTIVE,jan
1503,Jenin: 14 Palestinians killed in clashes,2023-11-09," According  to  the  UN,  this  year  more  than  400  Palestinians  -  both  militants  and  civilians  -  have  been  killed  by  Israeli  forces  or  settlers  in  the  West  Bank,  making  it  the  deadliest  there  since  the  UN  began  recording  Palestinian  fatalities  in  2005. ",palestine,PASSIVE,jan
1503,Jenin: 14 Palestinians killed in clashes,2023-11-09," Four  Palestinians  were  killed  in  other  parts  of  the  West  Bank,  Palestinian  health  officials  said. ",palestine,PASSIVE,jan
1503,Jenin: 14 Palestinians killed in clashes,2023-11-09, More  than  150  Palestinians  and  three  Israelis  have  been  killed  in  the  West  Bank  since  the  war  began. ,both,PASSIVE,jan
1270,Two women bailed after terrorism offence arrests,2023-10-31," Hamas,  which  is  classed  as  a  terrorist  organisation  in  the  UK,  used  paragliders  as  part  of  its  attack  on  Israel  on  7  October  which  left  more  than  1,000  Israelis  dead. ",israel,ACTIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20, A  musician  and  soldier  among  US  missing  and  dead  T-I-T-L-E-E-N-D.  ,israel,,jan
46,A musician and soldier among US missing and dead,2023-10-20, Deborah  Matias  and  her  husband  Shlomi  died  protecting  their  son  from  gunmen  who  broke  into  their  home. ,israel,ACTIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20, They  are  among  31  Americans  and  six  Canadians  known  to  have  been  killed  in  the  Hamas  attacks. ,israel,PASSIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20, They  were  shot  and  killed  but  the  teenager  lay  hidden  and  injured  for  hours  while  his  grandfather  Ilan  texted  him  reassurances.  ,israel,PASSIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20, These  are  the  stories  of  Americans  and  Canadians  confirmed  by  the  BBC  or  credibly  reported  as  missing  or  dead. ,israel,,jan
46,A musician and soldier among US missing and dead,2023-10-20," ""Roey  even  managed  to  kill  one  or  two  and  then  he  died  himself.  "" ",both,ACTIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20," Alexandre  Look,  33,  of  Montreal,  was  killed  at  the  Nova  festival. ",israel,PASSIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20," Adi  Vital-Kaploun,  33,  a  dual  citizen  of  Canada  and  Israel,  was  killed  in  her  home  at  Kibbutz-Holit,  very  close  to  the  Israel-Gaza  border. ",israel,PASSIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20," She  had  deep  ties  to  Ottawa  and  the  family  released  a  statement  confirming  her  death  through  the  Jewish  Federation  of  Ottawa,  which  did  not  provide  details  about  how  she  died. ",israel,ACTIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20," Hayim  Katsman,  32,  who  received  his  PhD  from  the  University  of  Washington  and  specialised  in  Israeli  studies,  was  also  killed  at  Kibbutz-Holit. ",israel,PASSIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20," His  mother,  originally  from  Ohio,  said  on  Facebook  he  was  killed  immediately  in  his  home. ",israel,PASSIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20, Her  father  Jacob  told  CNN  he  was  notified  by  authorities  that  she  had  been  killed. ,israel,PASSIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20,"  Shir  Geory,  22,  another  Canadian  identified  to  have  been  killed  in  the  attacks. ",israel,PASSIVE,jan
46,A musician and soldier among US missing and dead,2023-10-20," Tiferet  Lapidot,  22,  an  Israeli  woman  with  Canadian  parents  who  is  being  counted  among  the  Canadian  dead. ",israel,,jan
1623,Met Police issues warning over Gaza protest chants,2023-11-24,"  Pro-Palestinian  demonstrations  have  been  held  each  week  in  London  and  other  parts  of  the  UK  since  14  October,  a  week  after  Hamas's  unprecedented  cross-border  attacks  in  Israel  killed  1,200  people  and  saw  about  240  taken  hostage. ",israel,ACTIVE,jan
1623,Met Police issues warning over Gaza protest chants,2023-11-24," Gaza's  Hamas-run  health  ministry  says  more  than  14,000  people  have  been  killed  in  Israel's  retaliatory  campaign,  and  the  UN  has  warned  of  a  worsening  humanitarian  crisis  in  the  territory. ",palestine,PASSIVE,jan
1496,Israel's pain still raw a month after Hamas attacks,2023-11-07,   It  was  to  prove  to  be  the  deadliest  day  in  Israel's  75-year  history  with  people  murdered  systematically  and  ruthlessly. ,israel,,jan
1496,Israel's pain still raw a month after Hamas attacks,2023-11-07," Ultimately,  some  1,400  are  estimated  to  have  been  killed.   ",israel,PASSIVE,jan
1496,Israel's pain still raw a month after Hamas attacks,2023-11-07," Her  mother,  Carmela  Dan,  and  her  niece,  Noya,  who  were  also  abducted,  have  been  found  dead. ",israel,,jan
1496,Israel's pain still raw a month after Hamas attacks,2023-11-07," On  Monday,  the  Hamas-run  health  ministry  in  Gaza  said  that  more  than  10,000  people  have  been  killed  in  the  Palestinian  territory  since  Israel  started  bombing  it  last  month. ",palestine,PASSIVE,jan
1496,Israel's pain still raw a month after Hamas attacks,2023-11-07," More  than  4,000  of  those  killed  were  children,  the  ministry  added. ",palestine,,jan
1496,Israel's pain still raw a month after Hamas attacks,2023-11-07,   Israel  remains  in  a  state  of  mourning  with  the  bodies  of  some  of  the  dead  -  burnt  or  mutilated  -  still  unidentified  and  more  soldiers  being  killed  on  the  battlefield  inside  Gaza. ,israel,,jan
83,Anguished UK Palestinians grieve for loved ones in Gaza,2023-10-31,"  Mr  Alnaouq's  father  Nasri,  three  sisters,  two  brothers,  a  cousin,  and  13  young  nieces  and  nephews  -  20  members  of  his  family  -  had  been  killed  by  an  Israeli  air  strike. ",palestine,PASSIVE,jan
83,Anguished UK Palestinians grieve for loved ones in Gaza,2023-10-31,  He  said  that  he  had  been  talking  recently  to  one  of  the  athletes  who  had  been  gathering  body  parts  from  those  killed  in  the  current  violence. ,palestine,,jan
83,Anguished UK Palestinians grieve for loved ones in Gaza,2023-10-31," ""It's  heavily  misleading,""  she  said,  as  thousands  of  Palestinians  had  been  killed,  including  children  -  ""none  of  them  affiliated  with  Hamas"".  ",palestine,PASSIVE,jan
1484,Gaza's Christians fear for survival amid war,2023-11-06," Eighteen  Christian  women,  men  and  children  were  killed.   ",palestine,PASSIVE,jan
1484,Gaza's Christians fear for survival amid war,2023-11-06," At  a  church  in  Beit  Sahour,  Shireen  Awwad  lights  a  candle  for  her  aunt  who  was  killed  in  St  Porphyrius.  ",palestine,PASSIVE,jan
1484,Gaza's Christians fear for survival amid war,2023-11-06, Some  evacuated  to  [the  southern  city  of]  Khan  Younis  to  stay  with  their  relatives  and  they  were  all  killed. ,palestine,PASSIVE,jan
1484,Gaza's Christians fear for survival amid war,2023-11-06," They're  all  dead,  but  we  have  no  time  to  feel  sad. ",palestine,ACTIVE,jan
403,"Hamas frees two US hostages, a mother and daughter",2023-10-21," They  were  the  first  captives  released  since  the  gunmen  raided  Israel  on  7  October,  killing  1,400  people  and  taking  around  200  hostages. ",israel,ACTIVE,jan
403,"Hamas frees two US hostages, a mother and daughter",2023-10-21," Palestinian  officials  say  more  than  4,000  people  have  been  killed  in  Gaza,  which  has  been  under  Israeli  bombardment. ",palestine,PASSIVE,jan
403,"Hamas frees two US hostages, a mother and daughter",2023-10-21," As  of  Friday,  at  least  32  American  citizens  had  been  confirmed  dead  this  month  in  the  Israel-Hamas  conflict,  while  10  remained  unaccounted  for,  according  to  the  US  state  department.   ",israel,,jan
403,"Hamas frees two US hostages, a mother and daughter",2023-10-21," Three  were  killed,  including  a  carer. ",israel,PASSIVE,jan
403,"Hamas frees two US hostages, a mother and daughter",2023-10-21,"  Avshalom  Haran  -  an  economist  and  dual  German-Israel  citizen  -  is  now  dead,  the  BBC  has  confirmed. ",israel,ACTIVE,jan
403,"Hamas frees two US hostages, a mother and daughter",2023-10-21,"  Lilach's  husband,  Eviatar  Kipnis,  who  was  66  and  had  Italian  citizenship,  was  killed,  the  family  said.  ",israel,PASSIVE,jan
403,"Hamas frees two US hostages, a mother and daughter",2023-10-21,"  Paul  Vincent  Castelvi,  who  was  Eviatar  Kipnis's  carer,  was  also  killed. ",israel,ACTIVE,jan
873,Ministers tell universities to tackle antisemitism,2023-10-12," More  than  2,700  people  have  been  killed  in  Israel  and  Gaza  since  7  October. ",both,PASSIVE,jan
141,Biden to visit Israel in landmark show of support,2023-10-17," At  least  1,400  people  were  killed  when  gunmen  breached  the  border  and  infiltrated  Israeli  communities. ",israel,PASSIVE,jan
141,Biden to visit Israel in landmark show of support,2023-10-17," More  than  2,700  people  have  been  killed  in  retaliatory  air  strikes  against  Gaza  by  the  Israeli  military. ",palestine,PASSIVE,jan
394,Green MSP 'spoken to' over Hamas social media post,2023-10-12, She  later  condemned  Hamas  for  killing  civilians. ,israel,,jan
394,Green MSP 'spoken to' over Hamas social media post,2023-10-12," At  least  1,200  people  in  Israel  were  killed  during  the  weekend  attacks  by  Hamas  targeting  soldiers  and  civilians,  while  more  than  1,200  people  have  been  killed  in  Gaza  since  Israel  launched  air  strikes. ",both,PASSIVE,jan
394,Green MSP 'spoken to' over Hamas social media post,2023-10-12,"   She  added:  ""As  a  campaigner  I  have  always  spoken  out  against  Israel's  targeting  of  Palestinians,  in  the  same  way  I  have  no  hesitation  in  condemning  Hamas  for  killing  civilians.    """,israel,,jan
394,Green MSP 'spoken to' over Hamas social media post,2023-10-12," ""Innocent  civilians  being  killed  will  not  help  us  towards  peace  and  an  innocent  Israeli  life  is  worth,  of  course,  the  same  as  an  innocent  Palestinian  life,""  the  first  minister  said. ",both,PASSIVE,jan
1312,US college Israel-Gaza war protest stirs outrage,2023-10-25," Israel  has  been  bombarding  Gaza  since  a  Hamas  attack  killed  1,400  people. ",israel,ACTIVE,jan
1312,US college Israel-Gaza war protest stirs outrage,2023-10-25," The  Hamas-run  health  ministry  in  Gaza  says  almost  6,500  people  have  been  killed  in  the  territory  since  then. ",palestine,PASSIVE,jan
283,Families of British diplomats to leave Israel,2023-10-12," At  least  1,200  people  in  Israel  and  1,200  in  Gaza  have  been  killed. ",both,PASSIVE,jan
283,Families of British diplomats to leave Israel,2023-10-12," The  government  confirmed  on  Wednesday  that  17  British  nationals,  including  children,  were  dead  or  missing  after  the  Hamas  attack. ",israel,ACTIVE,jan
1579,Emily Hand among latest Gaza hostages freed,2023-11-26," ""Emily  Hand  was  not  'lost',  she  was  kidnapped  by  a  terror  organisation  worse  than  ISIS  that  murdered  her  stepmother,""  he  wrote  on  X,  formerly  Twitter. ",israel,ACTIVE,jan
1579,Emily Hand among latest Gaza hostages freed,2023-11-26," Israel's  military  began  attacking  Gaza  after  Hamas  fighters  crossed  the  border  on  7  October,  killing  1,200  Israelis  and  taking  more  than  200  hostages. ",israel,ACTIVE,jan
1579,Emily Hand among latest Gaza hostages freed,2023-11-26," The  Hamas-run  health  ministry  says  more  than  14,500  people  have  been  killed  in  Gaza  -  more  than  a  third  of  them  children  -  since  Israel  began  its  retaliatory  action. ",palestine,PASSIVE,jan
1661,Uni rector criticised over Israel 'genocide' claim,2023-11-25," ""  The  email  also  included  a  link  to  a  website  which  carried  a  story  headlined:  ""The  evidence  Israel  killed  its  own  citizens  on  Oct  7. ",israel,ACTIVE,jan
